Реестровый номер контракта,Ссылка на контракт,Цена контракта,Полное наименование заказчика,Сокращенное наименование заказчика,ИНН,Дата начала исполнения контракта,Дата окончания исполнения контракта,Наименование поставщика,ИНН поставщика,Адрес поставщика,Телефон поставщика,Почта Поставщика,
№ 2503111911821000013,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2503111911821000013,"1 248 744,20 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""НОГИНСКИЙ КОЛЛЕДЖ""","ГБПОУ МО ""НОГИНСКИЙ КОЛЛЕДЖ""",5031119118,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОПТСНАБ"" (ООО ""ОПТСНАБ"")",2311220796,"350012, КРАЙ КРАСНОДАРСКИЙ 23, Г КРАСНОДАР, УЛ КРАСНЫХ ПАРТИЗАН, ДОМ 101, ПОМЕЩЕНИЕ 10",89183386217,ftd6@bk.ru,
№ 2770912396821000422,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770912396821000422,"689 674,14 ₽",ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЛАСТНОЙ УНИВЕРСИТЕТ,МГОУ,7709123968,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИГНАЛИЗАЦИЯ"" (ООО ""СИГНАЛИЗАЦИЯ"")",7729734700,"601900, ОБЛ ВЛАДИМИРСКАЯ 33, Г КОВРОВ, УЛ МАЛЕЕВА, ДОМ 12, КВАРТИРА 8",7-910-6787203,jentos666@yandex.ru,
№ 3502414000621000048,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502414000621000048,"1 827 368,81 ₽","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ "" КРАСНОГОРСКАЯ ГОРОДСКАЯ СЛУЖБА""","МБУ ""КГС""",5024140006,08.11.21,31.12.21,КОВАЛЕВСКАЯ АЛЛА АЛЬБЕРТОВНАИндивидуальный предприниматель,720604697019,"ОБЛ ОРЕНБУРГСКАЯ 56, Г БУЗУЛУК",7-966-0927172,kovalena.mos@yandex.ru,
№ 1770730665221000139,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770730665221000139,"832 487,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ СРЕДСТВ МЕДИЦИНСКОГО ПРИМЕНЕНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""НЦЭСМП"" МИНЗДРАВА РОССИИ",7707306652,09.11.21,17.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИТЮГ"" (ООО ""БИТЮГ"")",3664242683,"394018, ОБЛ ВОРОНЕЖСКАЯ 36, Г ВОРОНЕЖ, УЛ СВОБОДЫ, ДОМ 73, ПОМЕЩ. IV ОФИС 9",8 (473) 204-51-89,bityg-vrn@yandex.ru,
№ 3502405953121000337,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502405953121000337,"4 124 461,25 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА № 1""",ГБУЗ МО КГБ № 1,5024059531,08.11.21,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС"" (ООО ""ГЕЛИОС"")",7701364129,"105062, Г МОСКВА 77, УЛ ПОКРОВКА, ДОМ 41, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ III КАБИНЕТ 1",74959787531,gelios177@gmail.com,
№ 2502607728621000114,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502607728621000114,"980 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЛЫТКАРИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""","ГБУЗ МО ""ЛГБ""",5026077286,09.11.21,31.12.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р-ФАРМ"" (АО ""Р-ФАРМ"")",7726311464,"123154, Г МОСКВА 77, УЛ БЕРЗАРИНА, ДОМ 19, КОРПУС 1",7-495-9567937,info@rpharm.ru,
№ 3502405953121000330,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3502405953121000330,"6 359 362,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА № 1""",ГБУЗ МО КГБ № 1,5024059531,08.11.21,31.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС"" (ООО ""ГЕЛИОС"")",7701364129,"105062, Г МОСКВА 77, УЛ ПОКРОВКА, ДОМ 41, СТРОЕНИЕ 2, ПОМЕЩЕНИЕ III КАБИНЕТ 1",74959787531,gelios177@gmail.com,
№ 1770503503721000024,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770503503721000024,"5 010 000,00 ₽","ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ЛЕКАРСТВЕННЫХ СРЕДСТВ И НАДЛЕЖАЩИХ ПРАКТИК""","ФБУ ""ГИЛС И НП""",7705035037,09.11.21,26.11.21,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕГА-ИНВЕСТ"" (АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕГА-ИНВЕСТ"")",7714648142,"117587, Г МОСКВА 77, Ш ВАРШАВСКОЕ, ДОМ 125, СТРОЕНИЕ 1, ОФИС  501",7-495-6385705,info@md-pro.ru,
№ 1770312248521000160,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770312248521000160,"1 336 950,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ НЕПРЕРЫВНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",ФГБОУ ДПО РМАНПО МИНЗДРАВА РОССИИ,7703122485,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ДИСТРИБУЦИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ДИСТРИБУЦИЯ"")",7719579005,"111524, Г МОСКВА 77, УЛ ЭЛЕКТРОДНАЯ, ДОМ 11, СТР 18, ЭТ 3 ПОМ 146",7-916-9270775,tvm@teldis.ru,
№ 1500906131021000242,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1500906131021000242,"703 220,86 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""БОР"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ","ФГБУ ""ОК ""БОР""",5009061310,09.11.21,22.11.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМС"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИМС"")",7724661537,"115230, Г МОСКВА 77, Ш КАШИРСКОЕ, ДОМ 13Б, СТРОЕНИЕ 1, ЭТАЖ/ПОМ ЦОК/10(Ч)",8-495-6639221-132,tender@imedsnab.ru,
№ 2770701146521000434,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770701146521000434,"640 000,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 24 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ № 24 ДЗМ""",7707011465,08.11.21,28.02.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОРД-ФАРМ"" (ООО ""НОРД-ФАРМ"")",9718148546,"107370, Г МОСКВА 77, УЛ ТЮМЕНСКАЯ, ДОМ 5, СТРОЕНИЕ 15, ЭТАЖ 2 ПОМ 19",+7 (495) 668-81-03,mail@nord-farm.ru,
№ 2771485556521000050,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771485556521000050,"15 906 846,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ САО""",7714855565,01.01.22,31.12.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"" (ООО ""ЧОП ""БАЯРД-ПУЛЬТОВАЯ ОХРАНА"")",7722593458,"109542, Г МОСКВА 77, ПР-КТ РЯЗАНСКИЙ, ДОМ 86/1, СТРОЕНИЕ 1, ЭТ 5 КАБ 5",+7 (495) 777-13-24,lastochkin.rn@bayard-security.ru,
№ 2771485556521000049,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771485556521000049,"17 410 731,62 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АВТОМОБИЛЬНЫЕ ДОРОГИ СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","ГБУ ""АВТОМОБИЛЬНЫЕ ДОРОГИ САО""",7714855565,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АДРИЯ"" (ООО ""АДРИЯ"")",7715923546,"109386, Г. МОСКВА 77, УЛ. ТАГАНРОГСКАЯ, Д. 11, К. 3, ПОДВ. ПОМ II ОФИС 6",+7 (915) 276-07-64,adriya01@bk.ru,
№ 1770707953721000582,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770707953721000582,"3 742 200,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ АКАДЕМИЧЕСКИЙ БОЛЬШОЙ ТЕАТР РОССИИ""",БОЛЬШОЙ ТЕАТР РОССИИ,7707079537,01.01.22,30.01.23,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКРОТЕК"")",7726513830,"121353, Г МОСКВА 77, Ш СКОЛКОВСКОЕ, ДОМ 31, СТРОЕНИЕ 2, ЭТАЖ  4 ПОМЕЩЕНИЕ II КОМН 1",7-495-2151469,macrotech77@mail.ru,
№ 1166001846121000087,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1166001846121000087,"8 999 000,00 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ИНСТИТУТ РАЗВИТИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ""","ИНСТИТУТ РАЗВИТИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ, ФГБОУ ДПО ИРПО, ИРПО",1660018461,09.11.21,28.02.22,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПИЩЕВЫХ ПРОИЗВОДСТВ"" (ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПИЩЕВЫХ ПРОИЗВОДСТВ"")",7712029651,"125080, Г МОСКВА 77, Ш ВОЛОКОЛАМСКОЕ, 11",7-499-7500111,bikbulatovaaa@mgupp.ru,
№ 3501900890121000105,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3501900890121000105,"693 000,00 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА КАШИРА,,5019008901,08.11.21,31.12.21,ГОНЧАРОВ НИКОЛАЙ ИВАНОВИЧИндивидуальный предприниматель,504500332622,"ОБЛ МОСКОВСКАЯ 50, Г СТУПИНО",8-916-9692372,Sheleginat@yandex.ru,
№ 2770706835921000029,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2770706835921000029,"536 371,09 ₽",КОНТРОЛЬНО-СЧЕТНАЯ ПАЛАТА МОСКВЫ,КСП МОСКВЫ,7707068359,08.11.21,31.12.21,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ФСК» (ООО «ФСК»),7801694603,"199226, Г. САНКТ-ПЕТЕРБУРГ 78, УЛ. НАХИМОВА, Д. 20, ЛИТЕРА А, ЭТАЖ 3 ПОМЕЩ. 45-Н",+7 (937) 980-25-71,ooo.fsk.company@yandex.ru,
№ 3500506764021000109,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=3500506764021000109,"27 600 000,00 ₽",АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ВОСКРЕСЕНСК МОСКОВСКОЙ ОБЛАСТИ,АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ВОСКРЕСЕНСК,5005067640,09.11.21,31.12.23,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ"")",7707083893,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 19",7-962-4466138,sashenko.e.yur@sberbank.ru,
№ 2500100753721000269,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2500100753721000269,"527 906,40 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""","ГБУЗ МО ""МООД""",5001007537,09.11.21,31.12.21,ГРАДУСОВ АЛЕКСАНДР АНДРЕЕВИЧИндивидуальный предприниматель,502723887127,"ОБЛ МОСКОВСКАЯ 50, Г ЛЮБЕРЦЫ",7-495-0000000,a.gradusow@yandex.ru,
№ 2771044677021000028,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771044677021000028,"805 000,00 ₽",УПРАВА ТВЕРСКОГО РАЙОНА ГОРОДА МОСКВЫ,,7710446770,01.01.22,31.12.22,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСЭНЕРГОСБЫТ"" (АО ""МОСЭНЕРГОСБЫТ"")",7736520080,"117312, Г МОСКВА 77, УЛ ВАВИЛОВА, 9",+7 (499) 550-03-33,zhigovskaya_eg@mosenergosbyt.ru,
№ 1770303703921000210,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770303703921000210,"558 540,00 ₽",ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО МОСКОВСКОЙ ОБЛАСТИ,ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ,7703037039,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОКОДА"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАДИОКОДА"")",5050116169,"141190, ОБЛ МОСКОВСКАЯ 50, Г ФРЯЗИНО, ТЕР ВОСТОЧНАЯ ЗАВОДСКАЯ ПРОМЫШЛЕННАЯ, ДОМ 4А, СТРОЕНИЕ 3, ПОМ/ОФИС 1/14",8-495-2218846,rc@radiocoda.ru,
№ 2771303416421000622,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771303416421000622,"3 835 870,50 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.В. ВЕРЕСАЕВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. В.В. ВЕРЕСАЕВА ДЗМ""",7713034164,19.11.21,31.03.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСТЕР-ГРУПП"" (ООО ""МАСТЕР-ГРУПП"")",7720416326,"111399, Г МОСКВА 77, УЛ МАРТЕНОВСКАЯ, ДОМ 7, КВАРТИРА 18",+7 (966) 020-74-96,mastergroup.tender@gmail.com,
№ 2771608099421000203,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2771608099421000203,"1 293 124,48 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН №3 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГВВ № 3 ДЗМ""",7716080994,08.11.21,18.03.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВУСТЕР ЭНД ПАРТНЕРС"" (ООО ""ВУСТЕР ЭНД ПАРТНЕРС"")",7722857870,"121609, Г МОСКВА 77, УЛ ОСЕННЯЯ, ДОМ 17, КОРПУС 1, ЭТАЖ 8 ПОМЕЩЕНИЕ 1 КОМНАТА 147",+7 (905) 502-24-96,cusoffice5@gmail.com,
№ 2502406865621001730,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2502406865621001730,"6 779 999,16 ₽","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ЕДИНОГО ЗАКАЗЧИКА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ""","ГКУ МО ""ДЕЗ""",5024068656,08.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИПАЛ-ОНКО"" (ООО ""МЕДИПАЛ-ОНКО"")",7701213835,"105082, Г МОСКВА 77, УЛ ФРИДРИХА ЭНГЕЛЬСА, ДОМ 75, СТРОЕНИЕ 21, ОФИС 216",7-495-6628494,public@medipal-onko.ru,
№ 1771202925021000208,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1771202925021000208,"7 938 345,44 ₽","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ГРАЖДАНСКОЙ АВИАЦИИ"" (МГТУ ГА)",МГТУ ГА,7712029250,08.11.21,13.01.22,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОЛИЧНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"" (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОЛИЧНАЯ СТРОИТЕЛЬНАЯ КОМПАНИЯ"")",9723088941,"115432, Г. МОСКВА 77, ПР-Д 2-Й ЮЖНОПОРТОВЫЙ, Д. 8, СТР. 1, ЭТАЖ 1, КОМН. 5,6",7-495-3633742,info@megapolisokna.ru,
№ 2773506919221000561,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000561,"3 590 304,90 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,30.06.22,КОНАШКИН АЛЕКСЕЙ АЛЕКСАНДРОВИЧИндивидуальный предприниматель,780219549200,Г САНКТ-ПЕТЕРБУРГ 78,+7 (911) 156-79-65,ip.konashkin@yandex.ru,
№ 1770584752921000055,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=1770584752921000055,"4 500 600,00 ₽",МИНИСТЕРСТВО ЭНЕРГЕТИКИ РОССИЙСКОЙ ФЕДЕРАЦИИ,МИНЭНЕРГО РОССИИ,7705847529,09.11.21,15.12.21,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКОЕ ЭНЕРГЕТИЧЕСКОЕ АГЕНТСТВО"" МИНИСТЕРСТВА ЭНЕРГЕТИКИ РОССИЙСКОЙ ФЕДЕРАЦИИ (ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКОЕ ЭНЕРГЕТИЧЕСКОЕ АГЕНТСТВО"" МИНИСТЕРСТВА ЭНЕРГЕТИКИ РОССИЙСКОЙ ФЕДЕРАЦИИ)",7709018297,"129085, Г МОСКВА 77, ПР-КТ МИРА, ДОМ 105, СТРОЕНИЕ 1",7-495-7899292,info@rosenergo.gov.ru,
№ 2773506919221000560,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000560,"1 369 842,92 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.10.22,ПОЛЯКОВ АНДРЕЙ АНАТОЛЬЕВИЧИндивидуальный предприниматель,772473739973,Г МОСКВА 77,+7 (909) 662-50-88,Apolyakov-2017@mail.ru,
№ 2501712672321000007,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2501712672321000007,"918 820,00 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ИСТРИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""ИСТРИНСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",5017126723,09.11.21,31.12.21,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАР"" (ООО ""САМАР"")",7725546294,"125480, Г МОСКВА 77, УЛ ВИЛИСА ЛАЦИСА, ДОМ 1, КОРПУС 1, ПОМ. XIА",7-499-3400735,samar.ltd@mail.ru,
№ 2773506919221000559,https://zakupki.gov.ru//epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000559,"1 385 394,61 ₽","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГБУЗ ""ГКБ ИМ. М.П. КОНЧАЛОВСКОГО ДЗМ""",7735069192,09.11.21,31.10.22,ПОЛЯКОВ АНДРЕЙ АНАТОЛЬЕВИЧИндивидуальный предприниматель,772473739973,Г МОСКВА 77,+7 (909) 662-50-88,Apolyakov-2017@mail.ru,
